topic_id	family_id	family_label
110	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
111	6	Health · Hospital · Medical · Center · Health · Haitham · Dr · Competence
112	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
113	16	Forest · Forests · Forestry · Trees · Honey · Strains · Wild · Best
114	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
115	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
116	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
117	9	Displacement shelters and living conditions · Homeless · Services · Social · Welfare
118	14	Dont · Come · Didnt · Personally · Waiting · Answer · Zero · Think
119	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
120	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
121	15	Temperatures · Meteorology · Slight · Maximum · Weather · Hot · Temperatures · Todays
122	9	Displacement shelters and living conditions · Homeless · Services · Social · Welfare
123	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
124	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
125	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
126	7	Islamic · Movement · Almahdi · Religious · Religious · Church · Mosque · Mosques
127	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
128	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
129	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
130	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
131	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
132	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
133	17	Inquiries · 249918984706 · Orders · Delivery · Testing · Careful · Bet · Quality
134	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
135	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
136	11	Win · Strength · God · Prevail · Religious prayers and blessings
137	15	Temperatures · Meteorology · Slight · Maximum · Weather · Hot · Temperatures · Todays
138	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
139	6	Health · Hospital · Medical · Center · Health · Haitham · Dr · Competence
140	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
141	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
142	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
143	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
144	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
145	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
146	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
147	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
148	13	Whatsapp · Facebook · Httpswwwfacebookcomprofilephpid61556457563338 · Httpstmealrisala249 · Httpstmesaqwl · Spokesperson · Office · Watch
149	16	Forest · Forests · Forestry · Trees · Honey · Strains · Wild · Best
150	12	Budget, taxation and public finance · Investment · Economy · Companies · Economic
151	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
152	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
153	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
154	8	Summary · Best · News · Start · Headlines · 2020 · Todays · Political
155	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
156	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
157	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
158	9	Displacement shelters and living conditions · Homeless · Services · Social · Welfare
159	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
160	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
161	10	Empowerment · Committee · Professionals · Removal · Service · Civil · Commission · Selection
162	7	Islamic · Movement · Almahdi · Religious · Religious · Church · Mosque · Mosques
163	6	Health · Hospital · Medical · Center · Health · Haitham · Dr · Competence
164	17	Inquiries · 249918984706 · Orders · Delivery · Testing · Careful · Bet · Quality
165	8	Summary · Best · News · Start · Headlines · 2020 · Todays · Political
166	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
167	6	Health · Hospital · Medical · Center · Health · Haitham · Dr · Competence
168	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
169	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
170	11	Win · Strength · God · Prevail · Religious prayers and blessings
171	3	Jobs · Scholarship · Opportunity · Professors · English · Language · Courses · Interested
172	7	Islamic · Movement · Almahdi · Religious · Religious · Church · Mosque · Mosques
173	3	Jobs · Scholarship · Opportunity · Professors · English · Language · Courses · Interested
174	8	Summary · Best · News · Start · Headlines · 2020 · Todays · Political
175	12	Budget, taxation and public finance · Investment · Economy · Companies · Economic
176	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
177	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
178	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
179	3	Jobs · Scholarship · Opportunity · Professors · English · Language · Courses · Interested
180	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
181	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
182	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
183	9	Displacement shelters and living conditions · Homeless · Services · Social · Welfare
184	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
185	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
186	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
187	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
188	10	Empowerment · Committee · Professionals · Removal · Service · Civil · Commission · Selection
189	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
190	13	Whatsapp · Facebook · Httpswwwfacebookcomprofilephpid61556457563338 · Httpstmealrisala249 · Httpstmesaqwl · Spokesperson · Office · Watch
191	10	Empowerment · Committee · Professionals · Removal · Service · Civil · Commission · Selection
192	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
193	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
194	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
195	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
196	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
197	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
198	13	Whatsapp · Facebook · Httpswwwfacebookcomprofilephpid61556457563338 · Httpstmealrisala249 · Httpstmesaqwl · Spokesperson · Office · Watch
199	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
200	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
201	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
202	10	Empowerment · Committee · Professionals · Removal · Service · Civil · Commission · Selection
203	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
204	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
205	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
206	7	Islamic · Movement · Almahdi · Religious · Religious · Church · Mosque · Mosques
207	12	Budget, taxation and public finance · Investment · Economy · Companies · Economic
208	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
209	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
210	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
211	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
212	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
213	6	Health · Hospital · Medical · Center · Health · Haitham · Dr · Competence
214	13	Whatsapp · Facebook · Httpswwwfacebookcomprofilephpid61556457563338 · Httpstmealrisala249 · Httpstmesaqwl · Spokesperson · Office · Watch
215	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
216	9	Displacement shelters and living conditions · Homeless · Services · Social · Welfare
217	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
218	7	Islamic · Movement · Almahdi · Religious · Religious · Church · Mosque · Mosques
219	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
220	8	Summary · Best · News · Start · Headlines · 2020 · Todays · Political
221	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
222	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
223	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
224	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
225	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
226	13	Whatsapp · Facebook · Httpswwwfacebookcomprofilephpid61556457563338 · Httpstmealrisala249 · Httpstmesaqwl · Spokesperson · Office · Watch
227	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
228	9	Displacement shelters and living conditions · Homeless · Services · Social · Welfare
229	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
230	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
231	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
232	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
233	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
234	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
235	15	Temperatures · Meteorology · Slight · Maximum · Weather · Hot · Temperatures · Todays
236	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
237	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
238	7	Islamic · Movement · Almahdi · Religious · Religious · Church · Mosque · Mosques
239	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
240	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
241	3	Jobs · Scholarship · Opportunity · Professors · English · Language · Courses · Interested
242	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
243	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
244	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
245	14	Dont · Come · Didnt · Personally · Waiting · Answer · Zero · Think
246	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
247	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
248	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
249	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
250	7	Islamic · Movement · Almahdi · Religious · Religious · Church · Mosque · Mosques
251	9	Displacement shelters and living conditions · Homeless · Services · Social · Welfare
252	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
253	7	Islamic · Movement · Almahdi · Religious · Religious · Church · Mosque · Mosques
254	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
255	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
256	8	Summary · Best · News · Start · Headlines · 2020 · Todays · Political
257	3	Jobs · Scholarship · Opportunity · Professors · English · Language · Courses · Interested
258	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
259	6	Health · Hospital · Medical · Center · Health · Haitham · Dr · Competence
260	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
261	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
262	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
263	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
264	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
265	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
266	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
267	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
268	3	Jobs · Scholarship · Opportunity · Professors · English · Language · Courses · Interested
269	10	Empowerment · Committee · Professionals · Removal · Service · Civil · Commission · Selection
270	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
271	4	Illegal · Immigration · Combat · Immigrants · Human trafficking and migrant smuggling
272	13	Whatsapp · Facebook · Httpswwwfacebookcomprofilephpid61556457563338 · Httpstmealrisala249 · Httpstmesaqwl · Spokesperson · Office · Watch
273	5	Pardon · Reporting · Armed · Renew · Vehicles · Enemy · Destroyed · Forces
274	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
275	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
276	3	Jobs · Scholarship · Opportunity · Professors · English · Language · Courses · Interested
277	16	Forest · Forests · Forestry · Trees · Honey · Strains · Wild · Best
278	2	Milk · Sudannewsnetwork · 2017 · Kilograms · Albashir · Bank · Gold · Liquidity
279	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
280	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
281	9	Displacement shelters and living conditions · Homeless · Services · Social · Welfare
282	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
283	3	Jobs · Scholarship · Opportunity · Professors · English · Language · Courses · Interested
284	13	Whatsapp · Facebook · Httpswwwfacebookcomprofilephpid61556457563338 · Httpstmealrisala249 · Httpstmesaqwl · Spokesperson · Office · Watch
285	1	Albashir · Meets · Unamid · Minister · Darfur · Arko · Minni · Minawi
286	3	Jobs · Scholarship · Opportunity · Professors · English · Language · Courses · Interested
287	8	Summary · Best · News · Start · Headlines · 2020 · Todays · Political
