topic_id	word_rank	word	score
7	4	dengue	0.022248221952131775
7	5	epidemic	0.02216307368269643
7	6	deaths	0.019657879157641885
7	7	recorded	0.018318068214482165
7	8	disease	0.01730042146213751
7	9	health	0.017250591151435443
7	10	malaria	0.016893871213633022
7	11	measles	0.01665162498513221
7	12	spread	0.01636428565171684
8	1	israel	0.0601866966004567
8	2	israeli	0.04442131311725139
8	3	palestinian	0.03930760331266502
8	4	gaza	0.033840795161648875
8	5	normalization	0.017463062198997983
8	6	palestine	0.015742515513822053
8	7	jews	0.011654122697447408
8	8	strip	0.009516015987634373
8	9	trump	0.007661921061912808
8	10	arab	0.007406615663728748
8	11	entity	0.007304987048193226
8	12	lebanon	0.007169273493412891
9	1	village	0.025690486101121447
9	2	villages	0.02161622011300434
9	3	militia	0.014759963130778087
9	4	aljazeera	0.013775510070094203
9	5	rapid	0.013688840690099659
9	6	citizens	0.013383017429093426
9	7	killed	0.013252694394790617
9	8	abu	0.013062822246353764
9	9	fasher	0.012984015384058077
9	10	displacement	0.012078091178150481
9	11	camp	0.01131800381744313
9	12	civilians	0.011276895635121234
10	1	women	0.0530670982226777
10	2	sexual	0.038893271303030226
10	3	violence	0.03460207076918088
10	4	rape	0.0322346732765139
10	5	girls	0.027619453336549898
10	6	womens	0.019805384579428254
10	7	cases	0.015341891457246019
10	8	documented	0.01352897509266505
10	9	raped	0.009388240094602587
10	10	tribune	0.009237759594962982
10	11	gender	0.008538961735893542
10	12	exploitation	0.0077967745021214445
11	1	agricultural	0.04059915491706633
11	2	pounds	0.02677725290636751
11	3	farmers	0.026659660700758203
11	4	season	0.025461429595237384
11	5	agriculture	0.02394336653127161
11	6	wheat	0.023722909000790257
11	7	livestock	0.022587549576099486
11	8	production	0.020886143177745488
11	9	acres	0.019667277318939094
11	10	bag	0.01703454757853256
11	11	seeds	0.016100277962427967
11	12	harvest	0.01572156837735596
12	1	civilians	0.014598016935634056
12	2	homes	0.014558983826575712
12	3	displacement	0.013890385446098134
12	4	looting	0.012722827054114587
12	5	women	0.011514010630833512
12	6	property	0.010567249189895234
12	7	neighborhoods	0.010458809263700642
12	8	killing	0.010394976366205498
12	9	led	0.009770503462910153
12	10	villages	0.00973324599539767
12	11	addition	0.009406966124653079
12	12	bombing	0.009358798522414646
13	1	god	0.12259091650610822
13	2	oh	0.05377148151160175
13	3	lord	0.04265609012722575
13	4	ask	0.033711838526774694
13	5	willing	0.03179161958602694
13	6	mercy	0.03150247100540415
13	7	gods	0.025426311817250965
13	8	blessings	0.02394415228949722
13	9	good	0.021016483364226655
13	10	reward	0.020851497811020102
13	11	praise	0.01910905713747921
13	12	bless	0.01851010858334481
14	1	corona	0.05359792738400771
14	2	coronavirus	0.021494384172411642
14	3	virus	0.019646833231182093
14	4	cases	0.01884226268833125
14	5	pandemic	0.015503003504519788
14	6	suspected	0.014587922958955975
14	7	health	0.013681631419317332
14	8	infected	0.012159694822432714
14	9	infection	0.011816590317428566
14	10	infections	0.010767947279237475
14	11	confront	0.009353410949505968
14	12	deaths	0.009120344122370474
15	1	required	0.06062182819779764
15	2	degree	0.04782213987826804
15	3	officer	0.041781453247439586
15	4	vacant	0.04066128929082568
15	5	assistant	0.03985094466892118
15	6	related	0.02977372456232762
15	7	port	0.027268391231399486
15	8	monthly	0.026004475892439947
15	9	management	0.025776468566671932
15	10	field	0.0255112103543233
15	11	vacancies	0.02492996700707086
15	12	salary	0.024726096230373435
16	1	legislative	0.02472239775240529
16	2	constitutional	0.019347934541089455
16	3	elections	0.01832484729592172
16	4	ministers	0.017639121338358432
16	5	freedom	0.017572631375764185
16	6	party	0.0165684094710144
16	7	political	0.015092302260154095
16	8	change	0.014874798849385574
16	9	democracy	0.014678589893911792
16	10	transitional	0.013967702520584215
16	11	government	0.013917496697343589
16	12	congress	0.012623492146961804
17	1	baskets	0.03253465030572106
17	2	food	0.024068802374818538
17	3	charity	0.02094556712978943
17	4	crescent	0.020264603808020636
17	5	families	0.01958492695961739
17	6	displaced	0.015852759174561974
17	7	meals	0.01550905539324809
17	8	red	0.014666690700931214
17	9	distributes	0.014060904553570024
17	10	initiative	0.01355639184119436
17	11	qatar	0.013531346557986747
17	12	charitable	0.013514310809874846
18	1	crimes	0.029552432855052692
18	2	genocide	0.025071710044723323
18	3	law	0.0236156606197421
18	4	international	0.02164746896955551
18	5	civilians	0.02092967634497864
18	6	humanitarian	0.018148293700948736
18	7	conventions	0.017146150061053453
18	8	ethnic	0.016902529165357477
18	9	violation	0.015937702417229256
18	10	violations	0.014159236149738854
18	11	committed	0.013723496950545264
18	12	humanity	0.013276083820674677
19	1	foreign	0.02105503197602544
19	2	ambassador	0.01894109922880051
19	3	affairs	0.01648593716059624
19	4	relations	0.01546788612282173
19	5	egyptian	0.014606345367859926
19	6	countries	0.011663740232594543
19	7	minister	0.011154083456894177
19	8	president	0.010387964259478556
19	9	egypt	0.010327020802047431
19	10	bilateral	0.010145167887382015
19	11	visit	0.010134733525555733
19	12	brotherly	0.01013054884334766
20	1	meets	0.009408269599125899
20	2	governor	0.007264001334359564
20	3	minister	0.0068648615485869795
20	4	confirms	0.006560862254022401
20	5	health	0.0058174138376725715
20	6	reviews	0.005595557340720333
20	7	suna	0.00555672848957098
20	8	receives	0.005436018305585125
20	9	nile	0.005403619922794123
20	10	agency	0.005377728770747327
20	11	council	0.0049231674997134095
20	12	delegation	0.004892580173882675
21	1	doctors	0.0311465518804515
21	2	medical	0.017113257317948688
21	3	health	0.01607160508065222
21	4	borders	0.015059193002588291
21	5	room	0.010935528127630618
21	6	patients	0.00992878859454163
21	7	emergency	0.009280498126387976
21	8	medicines	0.008677844509367387
21	9	humanitarian	0.00856326674416275
21	10	hospitals	0.00846350154931849
21	11	malnutrition	0.008461392923179057
21	12	hospital	0.008378372501350189
22	1	struggle	0.014409419747193803
22	2	victory	0.013396031686668223
22	3	battle	0.012492426181317027
22	4	army	0.01188396005736321
22	5	armed	0.011704698220092652
22	6	forces	0.011124692265791122
22	7	popular	0.010302937287136117
22	8	battleofdemocracy	0.010188504546766779
22	9	liberation	0.010091660630505565
22	10	martyrs	0.010058891966948657
22	11	selfdefense	0.009869365303165767
22	12	guardians	0.009668576427746146
23	1	hamdok	0.036017929099756166
23	2	party	0.019356234355633065
23	3	communist	0.01306147017161008
23	4	hamdoks	0.012215161491958473
23	5	freedom	0.011830517894670765
23	6	political	0.011768373817792539
23	7	leader	0.011108599085381646
23	8	prime	0.010973425030880175
23	9	change	0.010399404609789666
23	10	government	0.010093778030282174
23	11	congress	0.00980605622181654
23	12	revolutionary	0.009620051629344435
24	1	village	0.030917637953153384
24	2	displaced	0.027931361019111266
24	3	families	0.016282671968519433
24	4	fasher	0.015227296561199718
24	5	tawila	0.014722186632881109
24	6	camp	0.014523472432392841
24	7	el	0.014221967157415687
24	8	camps	0.01178600127573948
24	9	residents	0.011423190128290885
24	10	city	0.0113355779154481
24	11	villages	0.010949342605662127
24	12	food	0.010945564720030174
25	1	refugees	0.05426468653378144
25	2	chad	0.02494507378507555
25	3	commissioner	0.022517590912968316
25	4	high	0.01772172631557993
25	5	unhcr	0.016803772318635
25	6	nations	0.01447299482604706
25	7	south	0.014310933683529632
25	8	refugee	0.013942936225910857
25	9	chadian	0.013240295721316835
25	10	united	0.013051331987986593
25	11	camps	0.01097461676637872
25	12	million	0.010633058485154437
26	1	blue	0.029606845026367838
26	2	nile	0.02445791100405249
26	3	governor	0.01952636501520499
26	4	northern	0.017130478991333405
26	5	north	0.01486805242138576
26	6	kordofan	0.014157022370721922
26	7	locality	0.012246207372773753
26	8	white	0.010740506015204947
26	9	river	0.010695148764012195
26	10	badi	0.010609539826912418
26	11	reviews	0.010548528325952973
26	12	launches	0.010290238438099758
27	1	fasher	0.015290235546403168
27	2	city	0.01435861317757135
27	3	area	0.014158173493134791
27	4	el	0.013790178333279971
27	5	forces	0.013773951278654113
27	6	axis	0.011590088800190785
27	7	vehicles	0.011375509910096091
27	8	army	0.01090704596806103
27	9	militia	0.010625646464112262
27	10	division	0.010606193345486452
27	11	artillery	0.01053778691073794
27	12	siege	0.01026311849789662
28	1	ethiopian	0.059317365221882426
28	2	refugees	0.04621328352059482
28	3	ethiopia	0.0369895540739262
28	4	tigray	0.020237306215746296
28	5	forests	0.016583748478958042
28	6	refugee	0.015741576885360934
28	7	ethiopians	0.013548699801978589
28	8	ababa	0.012951966536253972
28	9	addis	0.012507162070711775
28	10	region	0.012423044207475826
28	11	camp	0.011628703559444767
28	12	camps	0.011559284167912978
29	1	police	0.03901677171017925
29	2	security	0.028864438842188447
29	3	khartoum	0.016346367619952545
29	4	crime	0.01329950689606755
29	5	committee	0.012493590921678831
29	6	phenomena	0.011395027983387103
29	7	presence	0.011219010207111047
29	8	interior	0.01070999163782911
29	9	foreigners	0.010652688200017014
29	10	director	0.010318093726469522
29	11	hamza	0.010150864482095543
29	12	cell	0.009719953139266393
30	1	bank	0.04527040790600381
30	2	banks	0.033315323645068944
30	3	exchange	0.03306649110905791
30	4	dollar	0.02979944779706701
30	5	pound	0.028299139745112396
30	6	rate	0.022486487497537448
30	7	banking	0.020141848408772884
30	8	currency	0.019325630180905138
30	9	central	0.01894035511026244
30	10	currencies	0.018366479712082325
30	11	pounds	0.017242285690287254
30	12	transfers	0.016678425589301396
31	1	airport	0.057096490613808254
31	2	flights	0.04977791573877662
31	3	airlines	0.04458404657349593
31	4	flight	0.039588582294651876
31	5	aviation	0.03424499446784652
31	6	plane	0.029987915335762477
31	7	airspace	0.018575399135514398
31	8	stranded	0.017089777277134472
31	9	badr	0.016529754112630548
31	10	passenger	0.015060933661678112
31	11	passengers	0.014293089653691226
31	12	aircraft	0.01323538434473841
32	1	passports	0.054929076727120586
32	2	passport	0.04994903034507069
32	3	immigration	0.029082510427243042
32	4	foreigners	0.028870228127885388
32	5	police	0.01808082054016792
32	6	administration	0.017802523732307465
32	7	visa	0.017412390407884816
32	8	registry	0.01722363932595234
32	9	procedures	0.014665063387241597
32	10	documents	0.01310314617159221
32	11	factory	0.013099423330079355
32	12	general	0.0129853015016115
33	1	police	0.03297528216176943
33	2	security	0.02962146995270075
33	3	crime	0.023290107490477878
33	4	intelligence	0.022767459585705054
33	5	services	0.01280119325297443
33	6	rates	0.011026228136558371
33	7	criminal	0.010451050058354562
33	8	service	0.010286501337784974
33	9	force	0.010266248161293713
33	10	phenomena	0.010038329581793615
33	11	defendants	0.009695905030001202
33	12	negative	0.009197664113426247
34	1	floods	0.06538031685254268
34	2	rains	0.05550605659545977
34	3	torrential	0.02797552262512035
34	4	torrents	0.02764708581508182
34	5	rain	0.025186283357626335
34	6	affected	0.01980660605378325
34	7	flood	0.01954051818389868
34	8	heavy	0.018544532471890897
34	9	collapse	0.01755112932543892
34	10	homes	0.016632512346115378
34	11	damaged	0.013249452598634972
34	12	houses	0.01280377916347405
35	1	truce	0.03299083324815931
35	2	ceasefire	0.025776538049133116
35	3	parties	0.024364607562664065
35	4	peace	0.019207402034739928
35	5	conflict	0.016737220201277693
35	6	war	0.01566616398249502
35	7	agreement	0.015612051692014984
35	8	stop	0.015555382691609233
35	9	negotiation	0.01419503706205513
35	10	movements	0.011519190179693575
35	11	hostilities	0.011097632784935862
35	12	warring	0.010089993419142533
36	1	revolution	0.08048911198993529
36	2	revolutionary	0.025546826213216682
36	3	glorious	0.019930891460372375
36	4	freedom	0.019437222496598173
36	5	december	0.018666625988980313
36	6	change	0.018062281422611168
36	7	revolutionaries	0.017800468568213434
36	8	rebellion	0.01346987026830784
36	9	colonialism	0.013178373467302605
36	10	goals	0.012421328209478498
36	11	processions	0.012083851907097452
36	12	terrified	0.01133654538471936
37	1	rebel	0.011757412292513779
37	2	al	0.010943111207461826
37	3	withdrawal	0.01063660799998982
37	4	militia	0.010248806238643524
37	5	islamists	0.008956781178404781
37	6	major	0.0077320313283741424
37	7	alburhan	0.007579521922730814
37	8	war	0.007334792306542387
37	9	leaders	0.007275979687875107
37	10	military	0.006946902357328547
37	11	silent	0.006942895880760512
37	12	saeed	0.006807114790512139
38	1	court	0.03557314193980861
38	2	corruption	0.0341346232677409
38	3	prosecution	0.028398831046681696
38	4	case	0.026200661232504693
38	5	article	0.02599777558606928
38	6	justice	0.02098259806136101
38	7	judge	0.02084263468381605
38	8	prosecutor	0.020664302981413668
38	9	law	0.02044860602094404
38	10	code	0.02030690430945813
38	11	public	0.01963671489348367
38	12	criminal	0.018869951494251296
39	1	egypt	0.029832738842446527
39	2	voluntary	0.02060384899168263
39	3	embassy	0.019540271510825356
39	4	egyptian	0.01902389221862372
39	5	stranded	0.016889020222256412
39	6	return	0.015870500028904784
39	7	deportation	0.01527543091703483
39	8	sudanese	0.014866878420635752
39	9	violators	0.01306176471002578
39	10	aswan	0.012860171126524864
39	11	syrians	0.012813925456266037
39	12	deported	0.012735237645042218
40	1	mining	0.07761117159905057
40	2	gold	0.07668919858849281
40	3	mineral	0.05486201910137719
40	4	company	0.034408821451342275
40	5	resources	0.031631342837835516
40	6	production	0.029114606656548688
40	7	companies	0.022471621554026544
40	8	minerals	0.02107819570764944
40	9	companys	0.019220168967648985
40	10	ardoul	0.019073831741551462
40	11	traditional	0.018093257463110905
40	12	tons	0.016264754118484617
41	1	httpstmesaqwl	0.8693576936218482
41	2	spokesperson	0.19060491083626271
41	3	office	0.09649496086095569
41	4	watch	0.0893659991773963
41	5	khartoumjanjaweedcemetery	0.08279761346084519
41	6	official	0.08265256579007957
41	7	account	0.0709710626923038
41	8	sudannews	0.068490739303175
41	9	application	0.04540945129895641
41	10	following	0.04277760658656653
41	11	news	0.04016180009452953
41	12	rapid	0.03324012190923124
42	1	rights	0.06759870735109007
42	2	human	0.05301526141823596
42	3	factfinding	0.0215270997790617
42	4	mission	0.015112957178258005
42	5	commission	0.01459316414611491
42	6	independent	0.01333388465114817
42	7	violations	0.012668886483971428
42	8	expert	0.012567482722173673
42	9	crimes	0.012424147979438178
42	10	geneva	0.011812104696864893
42	11	international	0.011593043945300975
42	12	african	0.01105525784477218
43	1	dollar	0.04760662707294524
43	2	exchange	0.037688688790969226
43	3	rate	0.03604184992044813
43	4	inflation	0.03592148394649347
43	5	currency	0.03386660837347328
43	6	banks	0.03189673567050472
43	7	banking	0.02754885072683775
43	8	parallel	0.023383318697097245
43	9	market	0.022103130852224945
43	10	billion	0.021485473902124515
43	11	bank	0.021172648858872264
43	12	monetary	0.018587972234814995
44	1	corona	0.1095086818959123
44	2	cases	0.05253120232356267
44	3	infections	0.040891492625323114
44	4	suspected	0.04071713613315175
44	5	virus	0.04048737640641351
44	6	pandemic	0.02918172006726964
44	7	deaths	0.027931199251323632
44	8	health	0.027073984627382253
44	9	recorded	0.02635135288681788
44	10	infection	0.024051431321508977
44	11	coronavirus	0.022772547163481177
44	12	preventive	0.021019523516466954
45	1	drugs	0.06765093690298903
45	2	drug	0.06522144539902977
45	3	pills	0.035123211186797745
45	4	seized	0.020823130164487186
45	5	smuggling	0.017955508768583397
45	6	combating	0.017894713798850246
45	7	addiction	0.01550234141188836
45	8	quantities	0.01402752877824123
45	9	possession	0.011679986059545011
45	10	police	0.011425014255116226
45	11	shipment	0.010873015363415785
45	12	administration	0.010733337026108323
46	1	trafficking	0.1009136166954966
46	2	human	0.05721575905018039
46	3	smuggling	0.037623603013153616
46	4	victims	0.02348813920714555
46	5	gang	0.020539952014624618
46	6	investigations	0.018535606491588686
46	7	hostages	0.017779633235778736
46	8	network	0.015290423200113843
46	9	criminal	0.014437334015782044
46	10	arrested	0.014310809601548968
46	11	department	0.013657588913259126
46	12	gangs	0.013553724317185828
47	1	waiting	0.052364239873952396
47	2	answer	0.052260362704429596
47	3	zero	0.03987447307918943
47	4	think	0.03980053226554831
47	5	happened	0.03955408941822044
47	6	2013	0.03737533808193275
47	7	hour	0.03625721308896476
47	8	ask	0.03483487665080967
47	9	mean	0.03390791134646306
47	10	clarify	0.03390501602556701
47	11	know	0.03196626591839757
47	12	understand	0.029614364355282388
48	1	african	0.0649432296743154
48	2	union	0.0425653119896382
48	3	continent	0.018761925952929533
48	4	membership	0.017190834881480682
48	5	president	0.01683161003293092
48	6	summit	0.016509457849344666
48	7	sudans	0.014249911219158279
48	8	igad	0.013697849274521912
48	9	sovereignty	0.012675270170175189
48	10	representative	0.01193748353836697
48	11	africa	0.011801171470204286
48	12	commission	0.011156734337327414
49	1	god	0.07861567015809945
49	2	bless	0.04849044988227264
49	3	messenger	0.045469617126624666
49	4	grant	0.038877625767863785
49	5	prophet	0.03666904606985861
49	6	almighty	0.029707482991022525
49	7	lord	0.026991557857962936
49	8	blessings	0.026666071529749386
49	9	peace	0.024926068094066344
49	10	allah	0.023624010345585377
49	11	oh	0.018867595284061504
49	12	prayer	0.018743380114263034
50	1	follow	0.13516224104873037
50	2	httpstmesudaaan	0.13191962497258164
50	3	channel	0.1191296467060317
50	4	whatsapp	0.08069922236768225
50	5	telegram	0.07985141414079999
50	6	httpswhatsappcomchannel0029vapgy3o7dmecjcizwq2x	0.04443374736807297
50	7	reliable	0.039058399453104506
50	8	coverage	0.03763228857119182
50	9	httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnnpxuj5a1x	0.03660815707301806
50	10	challengesofthetransitionalperiod	0.031031485794926417
50	11	sudan	0.030330060319397358
50	12	news	0.029651410846802537
51	1	electricity	0.11703756391704354
51	2	station	0.031425374573495306
51	3	energy	0.02967846834926741
51	4	electrical	0.029206263116073217
51	5	power	0.02055349306041637
51	6	maintenance	0.020133187812203038
51	7	outages	0.018022904161307984
51	8	generation	0.017664179733281184
51	9	stations	0.01615391909413511
51	10	company	0.01603642235146455
51	11	water	0.014947800957418907
51	12	supply	0.01451544133191202
52	1	displaced	0.03215997725805808
52	2	shelter	0.023633358340473882
52	3	food	0.017804810639087513
52	4	conditions	0.017175120113099643
52	5	harsh	0.015710888042283752
52	6	families	0.014811539370674373
52	7	lack	0.014263961139120877
52	8	elderly	0.014225289325821195
52	9	cold	0.014037976141163913
52	10	suffering	0.013314348628069449
52	11	return	0.013176077022990937
52	12	children	0.01233346036602843
53	1	refinery	0.10770706772880254
53	2	fuel	0.07306052251092293
53	3	oil	0.0673715938280392
53	4	energy	0.05921352363367406
53	5	gasoline	0.04541088432415774
53	6	gas	0.043382966227198075
53	7	petroleum	0.025031068981315588
53	8	prices	0.021369838109817265
53	9	stations	0.020800144281923044
53	10	employees	0.01958597424743182
53	11	pumping	0.017013798619736162
53	12	company	0.01619517872291056
54	1	headlines	0.013007335322042879
54	2	army	0.010155630116525895
54	3	news	0.009764113846304349
54	4	alburhan	0.00866871974126613
54	5	newspaper	0.008150235410886273
54	6	issued	0.006937201778167412
54	7	ad	0.0067555752774312
54	8	truce	0.006670037300685098
54	9	electronic	0.006270424448642144
54	10	alsudani	0.005958883351553692
54	11	political	0.005417572530180589
54	12	prominent	0.005374423281364666
55	1	damazin	0.05418974391034016
55	2	abdul	0.05170725144320799
55	3	al	0.047131619154314894
55	4	hassan	0.04331600626074377
55	5	muhammad	0.04128395949596938
55	6	writes	0.038613409375659664
55	7	albilal	0.03392262424873002
55	8	hamid	0.03246725031937149
55	9	ali	0.03220072291327777
55	10	ahmed	0.03161756045155842
55	11	altayeb	0.031154370797901083
55	12	ibrahim	0.029115434985419613
56	1	networks	0.06775313157456457
56	2	starlink	0.06596781905588266
56	3	communication	0.05107033603689008
56	4	devices	0.04901346132937211
56	5	internet	0.036567958906947626
56	6	telecommunications	0.033145065720910534
56	7	communications	0.031116416377227205
56	8	interruption	0.027169711885960787
56	9	operational	0.021840471856144513
56	10	accounts	0.020236016428520354
56	11	followers	0.01979911844025715
56	12	phone	0.019785582042001437
57	1	ad	0.08532599008509152
57	2	todays	0.06773832650427057
57	3	news	0.06021645059924885
57	4	headlines	0.05604323057311859
57	5	2024	0.05270075510207227
57	6	2025	0.05012404394387092
57	7	bulletin	0.04719334062314465
57	8	2017	0.04691737538970751
57	9	saturday	0.04350846753188744
57	10	issued	0.036808408314409596
57	11	wednesday	0.033332005331304274
57	12	important	0.031734138845362594
58	1	ministries	0.02336831481099331
58	2	khartoum	0.018922726684549047
58	3	appointment	0.013558267739138263
58	4	kamel	0.012848291585852668
58	5	governor	0.012820328239884778
58	6	idris	0.012647309584570682
58	7	controversy	0.01236560975036654
58	8	ministers	0.01207355180317074
58	9	tijani	0.01071632537617484
58	10	headquarters	0.010636782595572164
58	11	service	0.010434266099945695
58	12	explaining	0.00971735288010256
59	1	customs	0.14432797951439155
59	2	goods	0.0213641543631087
59	3	smuggling	0.020828215803906643
59	4	luggage	0.01921221074827364
59	5	crossings	0.017691994287032584
59	6	dogs	0.015643720067149817
59	7	exempt	0.015544135651039966
59	8	smuggle	0.015342719244481136
59	9	personal	0.014121236246243804
59	10	duties	0.013984913648697691
59	11	electrical	0.013584209487199093
59	12	fees	0.01333301525486672
60	1	budget	0.05757468373153908
60	2	finance	0.05500883028312004
60	3	spending	0.02682625050631498
60	4	taxes	0.02430951680599613
60	5	economic	0.018440284400202837
60	6	revenues	0.017347142304542887
60	7	economy	0.016576728121776983
60	8	citizen	0.01597224626035751
60	9	treasury	0.015269833860078243
60	10	ministry	0.014948579960763765
60	11	money	0.013484336081926594
60	12	ministers	0.0133401611012827
61	1	join	0.3321250359835219
61	2	scene	0.3137212469902121
61	3	httpstmesdnewsnetwork	0.2737239906447133
61	4	link	0.22687688513249663
61	5	telegram	0.17437432304843373
61	6	sudanese	0.04953520350067351
61	7		1e-05
61	8		1e-05
61	9		1e-05
61	10		1e-05
61	11		1e-05
61	12		1e-05
62	1	headlines	0.1110402454392718
62	2	newspapers	0.08214265582646589
62	3	newspaper	0.07146038116922201
62	4	2022	0.0566143940536569
62	5	ad	0.05305466577288179
62	6	morning	0.045169767172261406
62	7	prominent	0.04014504948912926
62	8	2017	0.03983952713465072
62	9	issued	0.0383064969138188
62	10	published	0.03744526976801154
62	11	hammam	0.0355411588763927
62	12	shafiq	0.03517151308191566
63	1	god	0.10783823832200994
63	2	oh	0.06791023581784868
63	3	protect	0.04856466851500283
63	4	mighty	0.03887752625048127
63	5	victory	0.036892317522426006
63	6	blessings	0.03463171800180531
63	7	grant	0.03173725550167115
63	8	mercy	0.02798914335458091
63	9	hired	0.025885380111153038
63	10	traitors	0.023287899903404824
63	11	homeland	0.02219714461031423
63	12	ask	0.022073234656995264
64	1	father	0.024403011580922465
64	2	love	0.021170649594290124
64	3	sudanese	0.019133073692567837
64	4	battle	0.018044639762929988
64	5	history	0.01598253865369346
64	6	humiliate	0.01494020368682945
64	7	drink	0.014874069358353122
64	8	like	0.014872843604977802
64	9	gave	0.014009578768658364
64	10	pride	0.013992067133104465
64	11	truth	0.013741443990419589
64	12	chad	0.012480578502397567
65	1	health	0.0403332422963396
65	2	hospital	0.03044110967960395
65	3	doctors	0.024590372860417417
65	4	medical	0.022798429217516507
65	5	surgery	0.01831834156480205
65	6	center	0.01823971792983395
65	7	personnel	0.01765545192939105
65	8	hospitals	0.01703588535508541
65	9	machines	0.01435699373068115
65	10	strike	0.01391890925118812
65	11	heart	0.013763034751276482
65	12	preparing	0.012895795504068731
66	1	sanctions	0.02371028453006326
66	2	security	0.017889394263709738
66	3	council	0.01656970640719292
66	4	united	0.014341745887572583
66	5	nations	0.013384121602530745
66	6	mission	0.012183034437704248
66	7	envoy	0.010529235139706074
66	8	representative	0.009968092272141963
66	9	session	0.009602631519389447
66	10	resolution	0.009469275688354149
66	11	imposed	0.008614733393966633
66	12	sudan	0.00844690188250947
67	1	weather	0.11460313906540572
67	2	moderate	0.08365292578162599
67	3	temperatures	0.06430576882523092
67	4	meteorology	0.04932061479820458
67	5	hot	0.044567091084607394
67	6	willing	0.03591975819991001
67	7	facebook	0.03433902784027209
67	8	expected	0.03384375773205449
67	9	rain	0.029925306059508067
67	10	cold	0.025070529275083846
67	11	temperature	0.022894178368653532
67	12	night	0.02209118853047351
68	1	injustice	0.01802932373098753
68	2	revolution	0.015342659554683941
68	3	freedom	0.01479385952826614
68	4	regime	0.01462856687308237
68	5	democracy	0.014258601627991571
68	6	democratic	0.014201140160208707
68	7	political	0.013361447146817576
68	8	marginalization	0.012644616860350712
68	9	revolutions	0.012406126056888232
68	10	justice	0.01170140058196608
68	11	power	0.011522546431470644
68	12	achieve	0.011349807129728896
69	1	suna	0.5707341701747906
69	2	agency	0.4592496113149706
69	3	news	0.21723505823992348
69	4	sudan	0.05112780375553674
69	5	sama	0.006441918108989733
69	6	sona	0.005417575297227045
69	7	condition	0.004826989428012753
69	8	summary	0.004740801525395597
69	9	addresses	0.004096556167561295
69	10	delivery	0.0039690879490312395
69	11	2020	0.0039254837319116845
69	12	todays	0.0038215206324311935
70	1	passports	0.10554168453600749
70	2	immigration	0.05868589411370808
70	3	passport	0.049397274776160155
70	4	administration	0.04420331667592863
70	5	registry	0.030964135124905715
70	6	general	0.027169060598746696
