id	chunk_text	n_words	topic_id	topic	media_name	media_url	url	title	body_en	language	publish_date
3635f12a298346ea6fd1dee9569eb782fca516db3d4d70b59a7424a77673fedc	Large waves of displacement from Al-Jazeera State reach Shendi	9	1	1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32010225/%D9%85%D9%88%D8%AC%D8%A7%D8%AA-%D9%86%D8%B2%D9%88%D8%AD-%D9%83%D8%A8%D9%8A%D8%B1%D8%A9-%D9%85%D9%86-%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D8%AA%D8%B5%D9%84-%D8%B4/	موجات نزوح كبيرة من ولاية الجزيرة تصل شندي	Large waves of displacement from Al-Jazeera State reach Shendi	ar	2024-11-20
73ad92c016cd185fe91822103c4e0f75fbba423706472e97b8c0a45dfcd9f172	Rawda Al-Hajj: We are tired of death, sadness, war, and migration!	11	19	19	alnilin.com	alnilin.com	https://www.alnilin.com/13361489.htm	روضة الحاج: تعبنا من الموتِ والحزنِ والحربِ والارتحالْ!	Rawda Al-Hajj: We are tired of death, sadness, war, and migration!	ar	2024-11-20
8a4c081061390cb8d4b2f37454bd5936051d7161e6d1757815ec69bd90da6011	Egypt.. How does the “new draft law” affect refugees?	9	21	21	alnilin.com	alnilin.com	https://www.alnilin.com/13361463.htm	"""مصر.. كيف يؤثر """"مشروع القانون الجديد"""" على اللاجئين؟"""	Egypt.. How does the “new draft law” affect refugees?	ar	2024-11-20
db157f6c2f113531df14ac7745c68be627e89db6c3dd4d0e20076f03bdbfd412	Displaced Sudanese return from “hunger hospice” with “utensils of grief”	10	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32010408/%D9%86%D8%A7%D8%B2%D8%AD%D9%88-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86-%D9%8A%D8%B9%D9%88%D8%AF%D9%88%D9%86-%D9%85%D9%86-%D8%AA%D9%83%D8%A7%D9%8A%D8%A7-%D8%A7%D9%84%D8%AC%D9%88%D8%B9-%D8%A8/	"""نازحو السودان يعودون من """"تكايا الجوع"""" بـ""""أواني الحسرة"""""""	Displaced Sudanese return from “hunger hospice” with “utensils of grief”	ar	2024-11-20
14fa40d67121df368952e5abe8bf09a51bfd4fcb9f8ff3c826b270d5de99fe29	A Sudanese state prohibits renting homes and employing refugees	9	-1	-1	sudantimes.net	sudantimes.net	https://sudantimes.net/2024/11/19/%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D8%AA%D8%AD%D8%B8%D8%B1-%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%88%D8%AA/	ولاية سودانية تحظر ايجارات المنازل وتشغيل اللاجئين	A Sudanese state prohibits renting homes and employing refugees	ar	2024-11-19
2458ea740b38782bd9afc95e1725e641fb0661130c0d86742d9cb4daca03d0da	Al-Burhan: The Sudanese people suffered from displacement, displacement, murder and rape	11	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009974/%D8%A7%D9%84%D8%A8%D8%B1%D9%87%D8%A7%D9%86-%D8%A7%D9%84%D8%B4%D8%B9%D8%A8-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A-%D8%B9%D8%A7%D9%86%D9%89-%D9%85%D9%86-%D8%A7%D9%84%D9%86%D8%B2%D9%88%D8%AD/	البرهان: الشعب السوداني عانى من النزوح والتشرد والقتل والإغتصاب	Al-Burhan: The Sudanese people suffered from displacement, displacement, murder and rape	ar	2024-11-19
2e517f7826a90555cce448d9ee2d090dd540f84ca9eef741ea4dfcc60776c333	“A situation on the verge of collapse.” Report: Sudanese refugees in Egypt, Libya and Tunisia are subjected to violations	19	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009930/%D9%88%D8%B6%D8%B9-%D8%B9%D9%84%D9%89-%D8%B4%D9%81%D8%A7-%D8%A7%D9%84%D8%A7%D9%86%D9%87%D9%8A%D8%A7%D8%B1-%D8%AA%D9%82%D8%B1%D9%8A%D8%B1-%D9%84%D8%A7%D8%AC%D8%A6%D9%88-%D8%A7%D9%84%D8%B3%D9%88/	"""""""وضع على شفا الانهيار"""".. تقرير: لاجئو السودان بمصر وليبيا وتونس يتعرضون لانتهاكات"""	“A situation on the verge of collapse.” Report: Sudanese refugees in Egypt, Libya and Tunisia are subjected to violations	ar	2024-11-19
3038aecac446b8cd2c9592e9281d4255fabcb4979b2be757163da8ebe83f21d4	660 displaced families from El Fasher arrive in Jebel Marra	10	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009993/%D9%88%D8%B5%D9%88%D9%84-660-%D8%A3%D8%B3%D8%B1%D8%A9-%D9%86%D8%A7%D8%B2%D8%AD%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A7%D8%B4%D8%B1-%D8%A5%D9%84%D9%89-%D8%AC%D8%A8%D9%84-%D9%85%D8%B1%D8%A9/	وصول 660 أسرة نازحة من الفاشر إلى جبل مرة	660 displaced families from El Fasher arrive in Jebel Marra	ar	2024-11-19
72cebca87b784514808f9062b9b9a7944a8d2c0ce608150b157470b5af9f6817	The escalation of the Sudanese refugee crisis in Libya	9	5	5	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009867/%D8%AA%D8%B5%D8%A7%D8%B9%D8%AF-%D8%A3%D8%B2%D9%85%D8%A9-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%8A%D9%86-%D9%81%D9%8A-%D9%84%D9%8A%D8%A8/	تصاعد أزمة اللاجئين السودانيين في ليبيا	The escalation of the Sudanese refugee crisis in Libya	ar	2024-11-19
85fc6f668093e1a4050c6ec14dfc1193277eb746a025befc53d1e446f479ecbd	The secretary of Kassab camp for displaced people in North Darfur was arrested	13	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32010005/%D8%A7%D8%B9%D8%AA%D9%82%D8%A7%D9%84-%D8%B3%D9%83%D8%B1%D8%AA%D9%8A%D8%B1-%D9%85%D8%AE%D9%8A%D9%85-%D9%83%D8%B3%D8%A7%D8%A8-%D9%84%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D8%A8%D8%B4%D9%85%D8%A7/	اعتقال سكرتير مخيم كساب للنازحين بشمال دارفور	The secretary of Kassab camp for displaced people in North Darfur was arrested	ar	2024-11-19
8f210e8a30cc57eeff1d6ed6144531e4c497285809efdd5e149d8866c04ea366	A new wave of displacement from El Fasher to Jebel Marra amid escalating violence	14	1	1	beamreports.com	beamreports.com	https://www.beamreports.com/2024/11/19/%D9%85%D9%88%D8%AC%D8%A9-%D9%86%D8%B2%D9%88%D8%AD-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D9%81%D8%A7%D8%B4%D8%B1-%D8%A5%D9%84%D9%89-%D8%AC%D8%A8%D9%84-%D9%85%D8%B1%D8%A9-%D9%88%D8%B3/	موجة نزوح جديدة من الفاشر إلى جبل مرة وسط تصاعد أعمال العنف	A new wave of displacement from El Fasher to Jebel Marra amid escalating violence	ar	2024-11-19
8ff707dfee054d5b4339869eb0ba5d0aa15f089fd79aee11f197bc8b1a2fcafe	New wave of displacement from El Fasher as fighting intensifies	10	1	1	sudantribune.com	sudantribune.com	https://sudantribune.com/article293573/	New wave of displacement from El Fasher as fighting intensifies		en	2024-11-19
978e092d33ef6a9ec692d822b570246b1343df66feabeffb6752c6c0b532450b	A new wave of displacement of El Fasher residents after the escalation of combat operations	15	1	1	sudantribune.net	sudantribune.net	https://sudantribune.net/article293562/	موجة نزوح جديدة لسكان الفاشر بعد تصاعد العمليات القتالية	A new wave of displacement of El Fasher residents after the escalation of combat operations	ar	2024-11-19
b255519e9b198599719ef14b579ecf6c74828a9480391a9d90c35dd88cf275ed	Deaths in clashes in Al-Jazira state and the displacement of thousands from El-Fasher	13	1	1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32010058/%D9%82%D8%AA%D9%84%D9%89-%D8%A8%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%83%D8%A7%D8%AA-%D8%A8%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D9%88%D9%86%D8%B2%D9%88%D8%AD-%D8%A7/	قتلى باشتباكات بولاية الجزيرة ونزوح الآلاف من الفاشر	Deaths in clashes in Al-Jazira state and the displacement of thousands from El-Fasher	ar	2024-11-19
b85bcd3cd0ddf3384222c46038c46f30e055270dc231b3f564f3dfcd5def039e	British deals to combat illegal immigration across the Mediterranean	9	14	14	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009871/%D8%B5%D9%81%D9%82%D8%A7%D8%AA-%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%85%D9%83%D8%A7%D9%81%D8%AD%D8%A9-%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9-%D8%BA%D9%8A%D8%B1-%D8%A7%D9%84%D8%B4/	صفقات بريطانية لمكافحة الهجرة غير الشرعية عبر البحر الأبيض المتوسط	British deals to combat illegal immigration across the Mediterranean	ar	2024-11-19
d489117fbf6c0fecfd965847e64d3d0d8cfb849d7d9c306e1599f2feaab2c400	Veto... illusions of progress... marginalization of a people... and what should be done?	13	28	28	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009969/%D8%A7%D9%84%D9%81%D9%8A%D8%AA%D9%88-%D8%A7%D9%88%D9%87%D8%A7%D9%85-%D8%AA%D9%82%D8%AF%D9%85-%D9%87%D9%85%D9%84%D8%A9-%D8%B4%D8%B9%D8%A8-%D9%88%D9%85%D8%A7-%D8%A7%D9%84%D8%B9%D9%85%D9%84/	الفيتو .. اوهام تقدم .. هملة شعب .. وما العمل؟	Veto... illusions of progress... marginalization of a people... and what should be done?	ar	2024-11-19
e11378bca3b06a21eed3840515ed1551c539a6ffed95fc23accc18f4ec0a028f	Aid agencies warn of hunger in South Sudan as returnees flee Sudan war	13	2	2	sudantribune.com	sudantribune.com	https://sudantribune.com/article293546/	Aid agencies warn of hunger in South Sudan as returnees flee Sudan war		en	2024-11-19
f78489d95f84f504776aa45a74461feb13dbffaeb083b124c1f54776a9f6d395	The continued suffering of Sudanese refugees in Niger and the escalation of protests	13	5	5	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32010001/%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%A7%D8%B1-%D9%85%D8%B9%D8%A7%D9%86%D8%A7%D8%A9-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%8A%D9%86-%D9%81/	استمرار معاناة اللاجئين السودانيين في النيجر وتصاعد الاحتجاجات	The continued suffering of Sudanese refugees in Niger and the escalation of protests	ar	2024-11-19
49c0c26c719ed3bfcfb68c024d45374d29c434953cdb3e2c07b8c4c03ef103ef	Dead and wounded, including children, in an Israeli bombing on a tent for displaced people in Khan Yunis, and Israeli forces carry out an arrest campaign in the West Bank.	30	3	3	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009652/%D9%82%D8%AA%D9%84%D9%89-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D8%A3%D8%B7%D9%81%D8%A7%D9%84-%D9%81%D9%8A-%D9%82%D8%B5%D9%81-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A/	قتلى وجرحى بينهم أطفال في قصف إسرائيلي على خيمة لنازحين في خان يونس، والقوات الإسرائيلية تنفذ حملة اعتقالات في الضفة	Dead and wounded, including children, in an Israeli bombing on a tent for displaced people in Khan Yunis, and Israeli forces carry out an arrest campaign in the West Bank.	ar	2024-11-18
8aebe1d2ced003cd6e2582c17baee3182f26b54da60634587c3e93f5e7bea0f2	Death toll in Al Jazirah's village tops 500, over 1 million displaced	12	-1	-1	sudantribune.com	sudantribune.com	https://sudantribune.com/article293521/	Death toll in Al Jazirah's village tops 500, over 1 million displaced		en	2024-11-18
c53ef5cfdc5dc0a8af2494ca0f7c84a6263c220dcae545f25d01763d3c90973b	The number of victims of Al-Hilaliya rose to 527, and more than a million people were displaced from the east of the island	23	-1	-1	sudantribune.net	sudantribune.net	https://sudantribune.net/article293510/	ارتفاع ضحايا «الهلالية» الى 527 وتشريد مايزيد على مليون نسمة من شرق الجزيرة	The number of victims of Al-Hilaliya rose to 527, and more than a million people were displaced from the east of the island	ar	2024-11-18
d086c5d105c0e1212996f7f79fd3e5eecc03fb2207c741356be0b9b8da68d17d	Distribution of drinking water to displaced people in El Fasher shelter centers	12	-1	-1	alnilin.com	alnilin.com	https://www.alnilin.com/13361384.htm	توزيع مياه الشرب للنازحين بمراكز إيواء الفاشر	Distribution of drinking water to displaced people in El Fasher shelter centers	ar	2024-11-18
355c90df6e3f5e267aee2345419501863282ac678708246125ae5155868b2950	Al-Burhan inspects the displaced people in the east of the island in Shindi, and the Rapid Support continues to storm the villages	22	42	42	sudantribune.net	sudantribune.net	https://sudantribune.net/article293448/	البرهان يتفقد نازحي شرق الجزيرة بشندي والدعم السريع يواصل اقتحام القرى	Al-Burhan inspects the displaced people in the east of the island in Shindi, and the Rapid Support continues to storm the villages	ar	2024-11-17
59456bf948a38e0326f405ca41e7e0ff691d65a418819f6bde6539427b43cee6	Egyptian authorities deport Sudanese refugees in harsh humanitarian conditions, with deaths occurring amid the silence of UNHCR	17	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009462/%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-%D8%AA%D8%B1%D8%AD%D9%84-%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D9%8A%D9%86-2/	السلطات المصرية ترحل لاجئين سودانيين في أوضاع إنسانية قاسية مع حدوث وفيات وسط صمت المفوضية	Egyptian authorities deport Sudanese refugees in harsh humanitarian conditions, with deaths occurring amid the silence of UNHCR	ar	2024-11-17
6dfe015262487bb2a315e82800c5892057ec7119a2f328302c6703a515d5c4b6	Al-Burhan visits the displaced people of Al-Jazeera in the Nile River State	12	-1	-1	sudantimes.net	sudantimes.net	https://sudantimes.net/2024/11/17/%D8%A7%D9%84%D8%A8%D8%B1%D9%87%D8%A7%D9%86-%D9%8A%D8%AA%D9%81%D9%82%D8%AF-%D9%86%D8%A7%D8%B2%D8%AD%D9%8A-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D9%81%D9%8A-%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D9%86/	البرهان يتفقد نازحي الجزيرة في ولاية نهر النيل	Al-Burhan visits the displaced people of Al-Jazeera in the Nile River State	ar	2024-11-17
7d12fdba49333340b070ca76b54768a7a065a4563d876ec27be04ee37020148c	Fears that the war will spread to the largest camp for displaced people in Darfur	15	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009390/%D9%85%D8%AE%D8%A7%D9%88%D9%81-%D9%85%D9%86-%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%A5%D9%84%D9%89-%D8%A3%D9%83%D8%A8%D8%B1-%D9%85%D8%AE%D9%8A%D9%85-%D9%84%D9%84%D9%86/	مخاوف من انتقال الحرب إلى أكبر مخيم للنازحين في دارفور	Fears that the war will spread to the largest camp for displaced people in Darfur	ar	2024-11-17
84741abd2e01b150e76adc9948fe8629383f2c32e34ff0a19d9809abd3dc4ac8	Cholera outbreak worsens in eastern Sudan state amid displacement crisis	10	0	0	sudantribune.com	sudantribune.com	https://sudantribune.com/article293439/	Cholera outbreak worsens in eastern Sudan state amid displacement crisis		en	2024-11-17
adc0dd2ab4b0a17ad19a3a8cdd819b1ffc0f3184250edd388bad4be5feb6472e	The tragedy of the displaced people from the villages in the south of the island... Painful stories from the heart of suffering	22	18	18	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009385/%D9%85%D8%A3%D8%B3%D8%A7%D8%A9-%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D9%85%D9%86-%D9%82%D8%B1%D9%89-%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D8%B1%D9%88%D8%A7/	مأساة النازحين من قرى جنوب الجزيرة.. روايات مؤلمة من قلب المعاناة	The tragedy of the displaced people from the villages in the south of the island... Painful stories from the heart of suffering	ar	2024-11-17
c25a05b3f11bf88614b9f2822013debe947553085d76fd1ace72712a78642017	Al-Burhan inspects the displaced people from the east of the island in the Nile River state	16	-1	-1	alsudaninews.com	alsudaninews.com	https://alsudaninews.com/?p=187719	البرهان يتفقّد النازحين من شرق الجزيرة لولاية نهر النيل	Al-Burhan inspects the displaced people from the east of the island in the Nile River state	ar	2024-11-17
c3ac203f3275abbe630b93b91064f28b41544c808730a5c191740c9f84ddf797	In the video... Al-Burhan inspects the displaced people from the east of the island and checks on their conditions	19	42	42	alnilin.com	alnilin.com	https://www.alnilin.com/13361383.htm	بالفيديو.. البرهان يتفقد النازحين من شرق الجزيرة ويطمئن على أوضاعهم	In the video... Al-Burhan inspects the displaced people from the east of the island and checks on their conditions	ar	2024-11-17
eb6dc553b7e70f3936fa08b5cdce8856c24cadf306d2092832f0f132ebc049df	The US Under Secretary of State visits Algeria and Egypt to discuss cooperation efforts to combat human trafficking and address the humanitarian crises in Gaza and Sudan.	27	11	11	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009434/%D9%88%D9%83%D9%8A%D9%84%D8%A9-%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9-%D8%AA%D8%B2%D9%88%D8%B1-%D8%A7%D9%84/	وكيلة وزير الخارجية الأمريكية تزور الجزائر ومصر لبحث جهود التعاون للتصدي للاتجار بالبشر ومعالجة الأزمات الإنسانية في غزة والسودان	The US Under Secretary of State visits Algeria and Egypt to discuss cooperation efforts to combat human trafficking and address the humanitarian crises in Gaza and Sudan.	ar	2024-11-17
18877efb9b3077f24e801928f21a46a5ce21c601ace681acb6719393d31f2532	Is Italy's model of transporting migrants abroad doomed to fail?	10	14	14	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009080/%D9%87%D9%84-%D9%86%D9%85%D9%88%D8%B0%D8%AC-%D8%A5%D9%8A%D8%B7%D8%A7%D9%84%D9%8A%D8%A7-%D9%81%D9%8A-%D9%86%D9%82%D9%84-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D9%8A%D9%86-%D8%A5%D9%84%D9%89-%D8%A7/	هل نموذج إيطاليا في نقل المهاجرين إلى الخارج محكوم عليه بالفشل؟	Is Italy's model of transporting migrants abroad doomed to fail?	ar	2024-11-16
20015c0f33dbf008d9e8938a79089c33fa850697b889e50259f363c2b9d8c375	More than 343,000 civilians were displaced from Jazira State within a month	12	-1	-1	alrakoba.net	alrakoba.net	https://www.alrakoba.net/32009042/%D9%86%D8%B2%D9%88%D8%AD-%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-343-%D8%A3%D9%84%D9%81-%D9%85%D8%AF%D9%86%D9%8A%D9%8B%D8%A7-%D9%85%D9%86-%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A/	نزوح أكثر من 343 ألف مدنيًا من ولاية الجزيرة خلال شهر	More than 343,000 civilians were displaced from Jazira State within a month	ar	2024-11-16
