Parent_ID	Parent_Name	Topics	Child_Left_ID	Child_Left_Name	Child_Right_ID	Child_Right_Name	Distance	display_label	label_status
96	gaza_women_al_diaspora_marginalization	[3, 10, 17, 28, 32, 35, 37, 39, 40, 44, 45, 48]	94	gaza_women_uganda_al_syrian	93	diaspora_marginalization_al_muhammad_mahmoud	1.0891549361085962	Gaza · Women · Al · Diaspora · Marginalization	needs_review
95	chad_al_health_darfur_humanitarian	[0, 2, 5, 11, 18, 29, 38, 42, 49, 50]	87	al_health_darfur_humanitarian_camp	64	chad_aid_eastern_uae_chadian	1.0852214963150975	Chad · Al · Health · Darfur · Humanitarian	needs_review
94	gaza_women_uganda_al_syrian	[3, 10, 35, 37, 39, 40, 45, 48]	78	libya_libyan_accident_kufra_traffic	90	gaza_women_uganda_syrian_bombing	1.0578494307742818	Gaza · Women · Uganda · Al · Syrian	needs_review
93	diaspora_marginalization_al_muhammad_mahmoud	[17, 28, 32, 44]	82	marginalization_muhammad_mahmoud_issues_painful	70	diaspora_al_arabs_revolution_december	1.041944979258609	Diaspora · Marginalization · Al · Muhammad · Mahmoud	needs_review
92	trafficking_human_al_egyptian_expatriates	[13, 16, 20, 21, 31, 36]	68	trafficking_human_network_rights_victims	88	egyptian_al_passports_expatriates_deport	1.0340016046891196	Trafficking · Human · Al · Egyptian · Expatriates	needs_review
91	nations_united_unicef_unhcr_children	[8, 15, 22, 25, 30]	79	unicef_children_world_largest_millions	63	nations_united_unhcr_commissioner_warns	1.0215113708896866	Nations · United · Unicef · Unhcr · Children	needs_review
90	gaza_women_uganda_syrian_bombing	[3, 10, 37, 39, 40, 45]	86	gaza_bombing_bank_raid_yunis	89	women_uganda_syrian_sexual_violence	1.009451590993792	Gaza · Women · Uganda · Syrian · Bombing	needs_review
89	women_uganda_syrian_sexual_violence	[10, 39, 40]	84	women_uganda_sexual_violence_rape	39	syrian_lebanon_issue_lebanese_elections	0.9793100995726579	Women · Uganda · Syrian · Sexual · Violence	needs_review
88	egyptian_al_passports_expatriates_deport	[16, 20, 21, 31]	65	egyptian_deport_deported_deports_public	73	al_passports_expatriates_general_administration	0.9769685680237787	Egyptian · Al · Passports · Expatriates · Deport	needs_review
87	al_health_darfur_humanitarian_camp	[0, 2, 18, 29, 38, 42, 50]	75	rains_al_floods_island_fasher	83	health_al_darfur_humanitarian_camp	0.9663012411864015	Al · Health · Darfur · Humanitarian · Camp	needs_review
86	gaza_bombing_bank_raid_yunis	[3, 37, 45]	45	increased_half_result_holocaust_58	81	gaza_bombing_bank_yunis_raid	0.9526072855836323	Gaza · Bombing · Bank · Raid · Yunis	needs_review
85	schools_students_khartoum_nile_education	[4, 7, 19, 53]	80	schools_students_khartoum_education_nile	19	ramadan_eid_zakat_prices_aladha	0.948717941804743	Schools · Students · Khartoum · Nile · Education	needs_review
84	women_uganda_sexual_violence_rape	[10, 40]	40	uganda_integration_difficulties_complain_despite	10	women_sexual_rape_violence_raped	0.9371189336244914	Women · Uganda · Sexual · Violence · Rape	needs_review
83	health_al_darfur_humanitarian_camp	[0, 2, 18, 42, 50]	76	health_darfur_humanitarian_al_north	42	alburhan_siege_reception_protest_use	0.9130588350553203	Health · Al · Darfur · Humanitarian · Camp	needs_review
82	marginalization_muhammad_mahmoud_issues_painful	[28, 44]	44	painful_confronting_tragedy_issues_systematic	28	marginalization_muhammad_mahmoud_issues_written	0.9100352495017765	Marginalization · Muhammad · Mahmoud · Issues · Painful	needs_review
81	gaza_bombing_bank_yunis_raid	[3, 37]	3	gaza_bombing_raid_yunis_tents	37	bank_money_prohibits_billion_central	0.9098898809386919	Gaza · Bombing · Bank · Yunis · Raid	needs_review
80	schools_students_khartoum_education_nile	[4, 7, 53]	7	schools_students_education_university_school	67	khartoum_omdurman_nile_sennar_blue	0.9071889968662461	Schools · Students · Khartoum · Education · Nile	needs_review
79	unicef_children_world_largest_millions	[22, 25, 30]	74	millions_battles_months_internally_hate	25	unicef_children_child_largest_world	0.897132537198472	Unicef · Children · World · Largest · Millions	needs_review
78	libya_libyan_accident_kufra_traffic	[35, 48]	35	libya_libyan_accident_kufra_traffic	48	dollars_16_pounds_agency_libya	0.8897268874327817	Libya · Libyan · Accident · Kufra · Traffic	needs_review
77	boat_migrants_immigration_coast_tunisia	[6, 14, 33, 43]	71	boat_migrants_coast_tunisia_illegal	33	immigrants_biden_immigration_threatens_absorb	0.8810428494671182	Boat · Migrants · Immigration · Coast · Tunisia	needs_review
76	health_darfur_humanitarian_al_north	[0, 2, 18, 50]	50	governor_urgent_visit_need_darfur	66	health_darfur_al_humanitarian_hunger	0.8780645191349901	Health · Darfur · Humanitarian · Al · North	needs_review
75	rains_al_floods_island_fasher	[29, 38]	29	rains_floods_island_waves_heavy	38	distribute_pictures_volunteers_fasher_el	0.8731878516824754	Rains · Al · Floods · Island · Fasher	needs_review
74	millions_battles_months_internally_hate	[22, 30]	30	internally_statistics_quarter_record_reports	22	millions_reaches_hate_hell_sudans	0.8681027110568185	Millions · Battles · Months · Internally · Hate	needs_review
73	al_passports_expatriates_general_administration	[16, 31]	16	expatriates_kuwait_violators_hajj_deporting	31	passports_administration_general_immigration_expatriates	0.8489897319496709	Al · Passports · Expatriates · General · Administration	needs_review
72	migration_organization_10_population_carrying	[23, 34, 46]	56	migration_organization_10_population_dongola	46	migration_carrying_african_season_marra	0.8302290775119247	Migration · Organization · 10 · Population · Carrying	needs_review
71	boat_migrants_coast_tunisia_illegal	[6, 14, 43]	6	boat_migrants_coast_migrant_tunisia	59	immigration_illegal_european_union_immigrant	0.8155544023074651	Boat · Migrants · Coast · Tunisia · Illegal	needs_review
70	diaspora_al_arabs_revolution_december	[17, 32]	17	diaspora_freedom_revolution_arabs_change	32	khartoum_battle_marches_expropriation_lands	0.8124860517419383	Diaspora · Al · Arabs · Revolution · December	needs_review
69	al_rapid_fasher_el_army	[1, 12, 47, 51]	62	al_rapid_fasher_el_army	47	wave_residents_fasher_el_east	0.812472761103264	Al · Rapid · Fasher · El · Army	needs_review
68	trafficking_human_network_rights_victims	[13, 36]	13	trafficking_human_network_victims_police	36	rights_stop_human_deporting_authorities	0.7983765263109631	Trafficking · Human · Network · Rights · Victims	needs_review
67	khartoum_omdurman_nile_sennar_blue	[4, 53]	4	khartoum_omdurman_sennar_homes_electricity	53	nile_blue_returnees_white_arrival	0.7902790662629258	Khartoum · Omdurman · Nile · Sennar · Blue	needs_review
66	health_darfur_al_humanitarian_hunger	[0, 2, 18]	60	darfur_humanitarian_al_south_north	0	health_doctors_malnutrition_disease_hospital	0.7893740622331747	Health · Darfur · Al · Humanitarian · Hunger	needs_review
65	egyptian_deport_deported_deports_public	[20, 21]	21	registered_draft_egyptian_nationality_incitement	20	egyptian_deports_public_deport_deported	0.7838202257674636	Egyptian · Deport · Deported · Deports · Public	needs_review
64	chad_aid_eastern_uae_chadian	[5, 11, 49]	61	chad_eastern_uae_visits_chadian	49	food_chad_stop_aid_suffer	0.7768008695516945	Chad · Aid · Eastern · Uae · Chadian	needs_review
63	nations_united_unhcr_commissioner_warns	[8, 15]	8	nations_united_warns_conflict_calls	15	unhcr_commissioner_high_influx_protection	0.7673767261042745	Nations · United · Unhcr · Commissioner · Warns	needs_review
62	al_rapid_fasher_el_army	[1, 12, 51]	51	battles_nyala_civilians_coexistence_dangerous	55	al_rapid_fasher_el_army	0.7394771489646698	Al · Rapid · Fasher · El · Army	needs_review
61	chad_eastern_uae_visits_chadian	[5, 11]	11	chad_uae_visits_delegation_chadian	5	chad_libya_tragic_kufra_live	0.7048347808051192	Chad · Eastern · Uae · Visits · Chadian	needs_review
60	darfur_humanitarian_al_south_north	[2, 18]	18	locality_el_marra_jebel_fasher	2	darfur_humanitarian_north_south_hunger	0.703856354644506	Darfur · Humanitarian · Al · South · North	needs_review
59	immigration_illegal_european_union_immigrant	[14, 43]	14	immigration_illegal_european_union_asylum	43	immigration_illegal_economy_immigrants_causes	0.6975361283095197	Immigration · Illegal · European · Union · Immigrant	needs_review
58	ethiopia_ethiopian_olala_armed_forests	[9, 41]	9	ethiopia_ethiopian_forests_olala_rights	41	armed_attack_ethiopia_ethiopian_stuck	0.5933226392142482	Ethiopia · Ethiopian · Olala · Armed · Forests	needs_review
57	border_crossing_customs_adre_crossings	[26, 52]	52	border_crossing_accuses_ignoring_ndjamena	26	border_crossing_sovereignty_customs_crossings	0.5789065853168456	Border · Crossing · Customs · Adre · Crossings	needs_review
56	migration_organization_10_population_dongola	[23, 34]	34	organization_migration_dongola_assistance_distribute	23	migration_10_population_internal_organization	0.5780073069252257	Migration · Organization · 10 · Population · Dongola	needs_review
55	al_rapid_fasher_el_army	[1, 12]	1	rapid_fasher_el_artillery_shelling	12	army_clashes_kordofan_battles_result	0.5462655360044668	Al · Rapid · Fasher · El · Army	needs_review
54	watch_video_photo_followers_saudi	[24, 27]	24	watch_video_famous_dance_surprises	27	watch_video_photo_girl_girls	0.5116738293408103	Watch · Video · Photo · Followers · Saudi	needs_review
